condition,encoding_pred,encoding_true,decision_pred,decision_true,confirmation_pred,confirmation_true,response_pred,response_true
SP,0.093023255,0.43023255,0.60465115,0.5813953,0.45348838,0.0,0.89534885,0.90697676
SP,0.028571429,0.022857143,0.2,0.33714285,0.4342857,0.0,0.9657143,0.98285717
SP,0.027210884,0.040816326,0.39455783,0.37414965,0.6530612,0.0,0.9659864,0.9659864
SP,0.10382514,0.28961748,0.19672132,0.43715847,0.72131145,0.0,0.95628417,0.95628417
SP,0.06741573,0.3258427,0.58426964,0.58426964,0.37078652,0.0,0.9325843,0.9550562
SP,0.05319149,0.17021276,0.5106383,0.5106383,0.62765956,0.0,0.9361702,0.9574468
AC,0.05670103,0.05670103,0.12886597,0.12371134,0.43814433,0.31443298,0.97938144,0.97422683
AC,0.026415095,0.04528302,0.18113208,0.19622642,0.40754718,0.32830188,0.9773585,0.9773585
SP,0.1262136,0.41747573,0.29126215,0.5825243,0.8543689,0.0,0.9611651,0.94174755
AC,0.06557377,0.06147541,0.1762295,0.19672132,0.46721312,0.26229507,0.9795082,0.9795082
AC,0.067669176,0.15789473,0.39097744,0.18045112,0.6315789,0.57894737,0.924812,0.9398496
SP,0.06875,0.15625,0.19375,0.34375,0.7625,0.0,0.95,0.94375
AC,0.06584362,0.06995885,0.23868313,0.23868313,0.75308645,0.80658436,0.97530866,0.9794239
AC,0.019704433,0.0591133,0.1773399,0.38916257,0.591133,0.5320197,0.9655172,0.9655172
AC,0.04373178,0.037900876,0.11953353,0.116618074,0.44023323,0.29154518,0.9766764,0.9883382
SP,0.06349207,0.0952381,0.1984127,0.46825397,0.8174603,0.0,0.8730159,0.85714287
SP,0.05263158,0.075187966,0.33834586,0.14285715,0.59398496,0.0,0.96240604,0.96240604
AC,0.03314917,0.1878453,0.08839779,0.42541435,0.62983423,0.67403316,0.9558011,0.9723757
AC,0.03930131,0.11790393,0.16593887,0.19650654,0.65938866,0.45414847,0.9694323,0.9781659
AC,0.035897437,0.035897437,0.16923077,0.046153847,0.5435898,0.2923077,0.95384616,0.96410257
SP,0.07339449,0.24770643,0.44036698,0.4678899,0.66972476,0.0,0.96330273,0.9724771
SP,0.05882353,0.05042017,0.29411766,0.394958,0.7478992,0.0,0.94957983,0.96638656
AC,0.032520324,0.23577236,0.4390244,0.4390244,0.75609756,0.8130081,0.9186992,0.93495935
AC,0.019455252,0.023346303,0.112840466,0.35797665,0.75097275,0.47859922,0.98054475,0.98832685
AC,0.07602339,0.18128654,0.22222222,0.374269,0.748538,0.6725146,0.9649123,0.94736844
AC,0.049079753,0.3006135,0.5153374,0.5153374,0.31288344,0.5337423,0.9386503,0.9447853
SP,0.16161616,0.1919192,0.2929293,0.28282827,0.72727275,0.0,0.8989899,0.8888889
AC,0.008450705,0.03380282,0.14084508,0.13802817,0.29577464,0.2056338,0.9690141,0.9661972
AC,0.024024025,0.033033032,0.06306306,0.14414415,0.5225225,0.3243243,0.972973,0.984985
AC,0.05529954,0.08755761,0.17050691,0.2718894,0.50691247,0.42396313,0.9677419,0.9769585
AC,0.04385965,0.14035088,0.48245615,0.49122807,0.84210527,0.8596491,0.9649123,0.9649123
AC,0.023923445,0.057416268,0.4401914,0.33492824,0.5550239,0.4258373,0.9521531,0.9569378
SP,0.03508772,0.081871346,0.22807017,0.43274853,0.68421054,0.0,0.9298246,0.9356725
SP,0.1300813,0.14634146,0.5203252,0.60162604,0.70731705,0.0,0.9593496,0.9756098
SP,0.084033616,0.084033616,0.5042017,0.12605043,0.6554622,0.0,0.9411765,0.96638656
AC,0.017667845,0.18021202,0.042402826,0.32155478,0.44522968,0.6713781,0.96113074,0.9681979
AC,0.034313727,0.073529415,0.19117647,0.2009804,0.4019608,0.38235295,0.9558824,0.9607843
SP,0.050632913,0.12658228,0.43037975,0.65822786,0.556962,0.0,0.9113924,0.9113924
AC,0.048611112,0.0625,0.3611111,0.35416666,0.6458333,0.6527778,0.9236111,0.9444444
SP,0.10309278,0.12371134,0.31958762,0.49484536,0.6701031,0.0,0.9587629,0.9587629
SP,0.06422018,0.06422018,0.28440368,0.4678899,0.80733943,0.0,0.95412844,0.96330273
AC,0.021857923,0.27868852,0.14754099,0.58469945,0.75956285,0.6775956,0.9672131,0.9726776
SP,0.022151899,0.022151899,0.11392405,0.28164557,0.42088607,0.0,0.971519,0.9778481
AC,0.046332046,0.096525095,0.19305019,0.22393823,0.46718147,0.42471042,0.96525097,0.98455596
AC,0.01718213,0.0790378,0.12027492,0.12027492,0.3814433,0.3127148,0.975945,0.975945
AC,0.05109489,0.26277372,0.5839416,0.57664233,0.7591241,0.729927,0.9270073,0.96350366
AC,0.01831502,0.054945055,0.102564104,0.32600734,0.5494506,0.4908425,0.974359,0.985348
SP,0.038674034,0.13812155,0.38121548,0.38121548,0.6353591,0.0,0.9668508,0.9723757
SP,0.034013607,0.10204082,0.23809524,0.14285715,0.5102041,0.0,0.9591837,0.95238096
AC,0.0521327,0.056872036,0.14691943,0.4028436,0.6492891,0.65876776,0.9478673,0.9478673
SP,0.033898305,0.33898306,0.20338982,0.7288136,0.58474576,0.0,0.91525424,0.9576271
SP,0.027777778,0.29166666,0.21527778,0.7222222,0.33333334,0.0,0.9722222,0.9097222
SP,0.20212767,0.19148937,0.5425532,0.5638298,0.69148934,0.0,0.9468085,0.9574468
AC,0.0397351,0.15231788,0.57615894,0.5629139,0.66887414,0.78145695,0.92715234,0.98013246
AC,0.03508772,0.21929824,0.4473684,0.4649123,0.622807,0.8596491,0.9298246,0.95614034
AC,0.0472973,0.29054055,0.43243244,0.4527027,0.5472973,0.7635135,0.972973,0.9459459
SP,0.072164945,0.0927835,0.22680412,0.21649484,0.40206185,0.0,0.9484536,0.9484536
AC,0.04895105,0.20979021,0.4055944,0.3986014,0.66433567,0.5174825,0.951049,0.96503496
SP,0.043010753,0.05376344,0.31182796,0.6236559,0.516129,0.0,0.86021507,0.8494624
AC,0.023148147,0.106481485,0.17592593,0.19444445,0.44444445,0.38425925,0.9768519,0.9814815
AC,0.10769231,0.115384616,0.44615385,0.44615385,0.5769231,0.5769231,0.9076923,0.9
SP,0.018867925,0.018867925,0.35849056,0.4716981,0.6792453,0.0,0.9575472,0.9528302
AC,0.06349207,0.057142857,0.1936508,0.1904762,0.41269842,0.41904762,0.9714286,0.9809524
AC,0.02507837,0.03448276,0.1661442,0.169279,0.38244513,0.47962382,0.97805643,0.984326
SP,0.032894738,0.118421055,0.2236842,0.47368422,0.7565789,0.0,0.92105263,0.9144737
SP,0.14117648,0.1882353,0.6117647,0.6,0.44705883,0.0,0.9411765,0.9411765
AC,0.03468208,0.21965317,0.13294798,0.28323698,0.69942194,0.78612715,0.9479769,0.9537572
SP,0.04411765,0.1764706,0.2647059,0.25735295,0.6691176,0.0,0.9264706,0.9632353
SP,0.040650405,0.07317073,0.19512194,0.4715447,0.54471546,0.0,0.9430894,0.96747965
AC,0.025104603,0.025104603,0.29707113,0.28870293,0.52719665,0.68619245,0.9707113,0.9790795
AC,0.01968504,0.122047246,0.40944883,0.20472442,0.61811024,0.33464566,0.97244096,0.97637796
AC,0.02431611,0.0668693,0.15805471,0.1793313,0.27355623,0.41337386,0.96352583,0.9574468
SP,0.08411215,0.39252338,0.5794392,0.5794392,0.8411215,0.0,0.9626168,0.90654206
AC,0.022222223,0.34666666,0.26222223,0.26666668,0.31555554,0.73333335,0.9688889,0.9688889
AC,0.120300755,0.17293233,0.43609023,0.44360903,0.60150373,0.80451125,0.9548872,0.9699248
SP,0.027322404,0.07103825,0.18579236,0.17486338,0.72131145,0.0,0.96174866,0.9726776
AC,0.070754714,0.08490566,0.23113208,0.23113208,0.5707547,0.3490566,0.9669811,0.9764151
SP,0.09150327,0.14379086,0.34640524,0.34640524,0.6862745,0.0,0.9477124,0.95424837
SP,0.041666668,0.13541667,0.59375,0.59375,0.44791666,0.0,0.9583333,0.9791667
AC,0.07453416,0.07453416,0.13664596,0.111801244,0.45341614,0.21118012,0.94409937,0.94409937
AC,0.033426184,0.0362117,0.08635098,0.14206128,0.42618385,0.23955432,0.97771585,0.9888579
AC,0.060728744,0.06882591,0.17408907,0.2388664,0.5263158,0.2874494,0.9716599,0.9797571
AC,0.058064517,0.23225807,0.36129034,0.48387095,0.58064514,0.57419354,0.9677419,0.9741936
SP,0.042944785,0.049079753,0.30674848,0.30674848,0.6993865,0.0,0.9570552,0.9509202
AC,0.07462686,0.08457711,0.12437811,0.27860695,0.37313432,0.50248754,0.93532336,0.9303483
AC,0.04,0.31428573,0.36571428,0.38285714,0.76,0.82857144,0.9714286,0.9771429
SP,0.03018868,0.033962265,0.22264151,0.21886793,0.5660377,0.0,0.9698113,0.9811321
AC,0.041450776,0.16062176,0.2642487,0.29015544,0.4611399,0.4507772,0.9533679,0.9533679
SP,0.088435374,0.108843535,0.3265306,0.33333334,0.6530612,0.0,0.92517006,0.93877554
SP,0.021857923,0.28961748,0.15846995,0.16393442,0.7704918,0.0,0.9453552,0.93442625
AC,0.014044944,0.058988765,0.07865169,0.22191012,0.40730336,0.3539326,0.9747191,0.96629214
SP,0.049586777,0.19008264,0.25619835,0.25619835,0.47933885,0.0,0.9338843,0.94214875
SP,0.041666668,0.033333335,0.225,0.5833333,0.75,0.0,0.95,0.96666664
AC,0.025974026,0.012987013,0.077922076,0.12012987,0.49675325,0.27272728,0.97727275,0.98376626
AC,0.03272727,0.025454545,0.20727272,0.53090906,0.64363635,0.8218182,0.9236364,0.9309091
SP,0.054945055,0.13186814,0.30769232,0.6813187,0.4945055,0.0,0.9120879,0.94505495
SP,0.025316456,0.1392405,0.31012657,0.31012657,0.53797466,0.0,0.9556962,0.87974685
AC,0.057971016,0.057971016,0.13405797,0.07608695,0.4311594,0.42028984,0.9746377,0.9782609
SP,0.045045044,0.4054054,0.5135135,0.5135135,0.3873874,0.0,0.9369369,0.9369369
SP,0.027586207,0.027586207,0.6896552,0.69655174,0.33103448,0.0,0.94482756,0.95862067
AC,0.089655176,0.048275862,0.13793103,0.13793103,0.43448275,0.6137931,0.9655172,0.9724138
SP,0.05940594,0.06930693,0.2970297,0.27722773,0.4059406,0.0,0.95049506,0.97029704
SP,0.08,0.13333334,0.6533333,0.64,0.48,0.0,0.93333334,0.94666666
AC,0.036363635,0.24242425,0.33333334,0.33333334,0.4848485,0.56363636,0.969697,0.9757576
AC,0.061290324,0.06451613,0.11935484,0.11935484,0.43548387,0.3483871,0.9645161,0.9806452
SP,0.03930131,0.139738,0.24454148,0.2532751,0.57641923,0.0,0.96069866,0.9737991
SP,0.039408866,0.039408866,0.27093595,0.3497537,0.44827586,0.0,0.9458128,0.87684727
AC,0.057692308,0.102564104,0.13461539,0.13461539,0.6730769,0.5897436,0.96153843,0.96794873
AC,0.047244094,0.047244094,0.37795275,0.48818898,0.5984252,0.7401575,0.9448819,0.9448819
AC,0.019021738,0.13586956,0.16304348,0.17119566,0.36956522,0.2853261,0.9755435,0.98641306
SP,0.088495575,0.37168142,0.46902654,0.460177,0.6460177,0.0,0.9557522,0.9734513
SP,0.02793296,0.083798885,0.5251397,0.53072625,0.73743016,0.0,0.95530725,0.9776536
SP,0.0781893,0.09465021,0.16049382,0.27572018,0.51028806,0.0,0.9794239,0.99176955
AC,0.040935673,0.28070176,0.21052632,0.50877196,0.5847953,0.7894737,0.877193,0.98245615
SP,0.026143791,0.16993465,0.37908497,0.49673203,0.67320263,0.0,0.9281046,0.9738562
AC,0.06849315,0.061643835,0.23972602,0.23972602,0.8082192,0.7876712,0.93835616,0.94520545
AC,0.03076923,0.023076924,0.12692308,0.22692308,0.41538462,0.32692307,0.97692305,0.9846154
AC,0.031847134,0.05414013,0.18789808,0.18789808,0.38853502,0.22611465,0.9808917,0.9872612
SP,0.027210884,0.027210884,0.15646258,0.3809524,0.75510204,0.0,0.91156465,0.9659864
AC,0.04587156,0.04587156,0.11620795,0.13761468,0.6788991,0.25382262,0.97553515,0.9724771
AC,0.021008404,0.075630255,0.1092437,0.12605043,0.6512605,0.6554622,0.97899157,0.96638656
SP,0.03960396,0.03960396,0.57425743,0.57425743,0.6633663,0.0,0.9207921,0.95049506
AC,0.03785489,0.14195584,0.10725552,0.28391168,0.5993691,0.49211356,0.9747634,0.9747634
SP,0.062937066,0.08391608,0.3146853,0.5104895,0.67832166,0.0,0.9440559,0.96503496
AC,0.03626943,0.103626944,0.103626944,0.11398964,0.53367877,0.78756475,0.9637306,0.96891195
SP,0.048543688,0.14563107,0.6213592,0.592233,0.79611653,0.0,0.88349515,0.8446602
SP,0.039772727,0.14772727,0.20454545,0.48295453,0.65909094,0.0,0.97727275,0.97727275
AC,0.027972028,0.14685315,0.27272728,0.41958043,0.6363636,0.6293706,0.951049,0.97902095
AC,0.027322404,0.07923497,0.16120219,0.18306011,0.57377046,0.30874318,0.97540987,0.9726776
SP,0.0472973,0.054054055,0.14864865,0.3310811,0.7027027,0.0,0.972973,0.9662162
SP,0.027210884,0.1292517,0.3469388,0.3469388,0.7210884,0.0,0.8979592,0.877551
AC,0.027272727,0.03181818,0.23181818,0.22727273,0.5272727,0.4181818,0.92727274,0.9227273
AC,0.050955415,0.03821656,0.22929937,0.29936305,0.656051,0.36305732,0.93630576,0.93630576
SP,0.054054055,0.17117117,0.22522523,0.22522523,0.33333334,0.0,0.9459459,0.9459459
AC,0.037383176,0.22429906,0.1495327,0.4813084,0.39719626,0.6168224,0.9626168,0.96728975
SP,0.06818182,0.06818182,0.1590909,0.6439394,0.7878788,0.0,0.95454544,0.9621212
SP,0.04819277,0.27710843,0.39759037,0.42168674,0.73493975,0.0,0.9518072,0.9518072
SP,0.050955415,0.10191083,0.3821656,0.37579617,0.80254775,0.0,0.93630576,0.93630576
AC,0.018450184,0.09594096,0.23616236,0.2804428,0.46125463,0.59409595,0.96678966,0.9704797
SP,0.08383234,0.08982036,0.1736527,0.16167665,0.7724551,0.0,0.9221557,0.9700599
SP,0.038961038,0.038961038,0.5,0.4935065,0.71428573,0.0,0.96103895,0.96103895
SP,0.11111111,0.11805555,0.18055555,0.35416666,0.75,0.0,0.9583333,0.9652778
AC,0.070063695,0.070063695,0.25477707,0.24840765,0.6242038,0.55414015,0.9490446,0.9745223
SP,0.02617801,0.109947644,0.17801048,0.17277487,0.68586385,0.0,0.93193716,0.921466
SP,0.03846154,0.20192307,0.5769231,0.58653843,0.74038464,0.0,0.9519231,0.97115386
SP,0.094736844,0.50526315,0.37894738,0.6,0.4631579,0.0,0.9052632,0.95789474
SP,0.048780486,0.47560975,0.6585366,0.68292683,0.4390244,0.0,0.85365856,0.86585367
SP,0.026737968,0.11764706,0.19251336,0.44385028,0.5294118,0.0,0.95187163,0.98395723
AC,0.032520324,0.036585364,0.15040651,0.15447155,0.49593496,0.4796748,0.9634146,0.9756098
AC,0.022140222,0.036900368,0.33579335,0.38745388,0.6826568,0.4391144,0.9815498,0.9778598
SP,0.041322313,0.28099173,0.43801653,0.45454547,0.6446281,0.0,0.9504132,0.9586777
SP,0.035971224,0.1294964,0.2733813,0.5755396,0.65467626,0.0,0.89928055,0.89928055
AC,0.029126214,0.34951457,0.16019417,0.48058254,0.5776699,0.8203884,0.9611651,0.9563107
SP,0.029411765,0.10294118,0.25735295,0.2647059,0.72794116,0.0,0.9485294,0.9411765
AC,0.017730497,0.017730497,0.18085106,0.18439716,0.40780142,0.39007092,0.9751773,0.9716312
AC,0.02739726,0.12671232,0.31506848,0.31164384,0.47945204,0.47260273,0.9726027,0.96575344
SP,0.09322034,0.16101696,0.45762712,0.45762712,0.779661,0.0,0.9661017,0.9745763
AC,0.018691588,0.06542056,0.1682243,0.1682243,0.34890965,0.5451713,0.9626168,0.95327103
AC,0.033613447,0.09243698,0.14005603,0.14005603,0.25490198,0.17366947,0.98039216,0.9747899
AC,0.14788732,0.15492958,0.26056337,0.2535211,0.38732395,0.64788735,0.96478873,0.97887325
SP,0.0472973,0.16891892,0.12162162,0.24324325,0.6486486,0.0,0.9324324,0.9662162
AC,0.02341137,0.0100334445,0.18729097,0.18729097,0.44147158,0.26755852,0.96989965,0.9899666
AC,0.1328125,0.125,0.1875,0.171875,0.734375,0.6875,0.9609375,0.96875
AC,0.08163265,0.07482993,0.56462586,0.5578231,0.829932,0.63265306,0.9591837,0.9591837
AC,0.03448276,0.08275862,0.16551724,0.51724136,0.69655174,0.69655174,0.9517241,0.9655172
AC,0.02962963,0.033333335,0.1,0.22592592,0.35185185,0.63703704,0.95555556,0.95555556
SP,0.08235294,0.45882353,0.44705883,0.65882355,0.67058825,0.0,0.92941177,0.92941177
SP,0.04901961,0.15686275,0.5392157,0.5392157,0.7352941,0.0,0.9607843,0.9607843
AC,0.022950819,0.078688525,0.18032786,0.23606557,0.45901638,0.35737705,0.9704918,0.9737705
SP,0.05732484,0.13375796,0.40764332,0.40127388,0.611465,0.0,0.9490446,0.9490446
AC,0.024911031,0.049822062,0.17793594,0.17437722,0.48042706,0.26334518,0.9679715,0.97153026
AC,0.018867925,0.14716981,0.19245283,0.18867925,0.49056605,0.2981132,0.96603775,0.9735849
SP,0.025510205,0.19897959,0.3112245,0.3112245,0.6632653,0.0,0.96428573,0.96938777
SP,0.05102041,0.05102041,0.5,0.48979592,0.7755102,0.0,0.9591837,0.93877554
AC,0.036363635,0.24242425,0.38181818,0.36363637,0.7818182,0.5151515,0.94545454,0.94545454
AC,0.019762846,0.10671937,0.08300395,0.17391305,0.49407116,0.5731225,0.9802371,0.98418975
SP,0.08648649,0.22702703,0.2,0.34054053,0.772973,0.0,0.972973,0.9891892
SP,0.093457945,0.093457945,0.3271028,0.5794392,0.682243,0.0,0.90654206,0.85046726
AC,0.024734983,0.021201413,0.06360424,0.11660777,0.50883394,0.33568904,0.9434629,0.97879857
SP,0.05109489,0.24087591,0.16058394,0.37226278,0.5693431,0.0,0.96350366,0.9708029
AC,0.04043127,0.010781671,0.18598382,0.04043127,0.35309973,0.22102426,0.9730458,0.9703504
AC,0.09489051,0.08759124,0.2919708,0.4452555,0.68613136,0.82481754,0.9708029,0.9781022
SP,0.02962963,0.19259259,0.34814814,0.34814814,0.74814814,0.0,0.93333334,0.9259259
SP,0.032258064,0.20645161,0.5354839,0.5419355,0.78064513,0.0,0.9548387,0.9483871
SP,0.10869565,0.3478261,0.47826087,0.5543478,0.7282609,0.0,0.9347826,0.9456522
SP,0.02930403,0.03663004,0.12087912,0.21245421,0.46520147,0.0,0.96336997,0.96703297
SP,0.044444446,0.17777778,0.4814815,0.5555556,0.8148148,0.0,0.94814813,0.95555556
SP,0.05376344,0.23655914,0.33333334,0.5913978,0.9677419,0.0,0.9569892,0.9354839
AC,0.020618556,0.030927835,0.39175257,0.3814433,0.6340206,0.47938144,0.943299,0.91752577
SP,0.07913669,0.07913669,0.2877698,0.28057554,0.705036,0.0,0.95683455,0.971223
SP,0.13592233,0.14563107,0.27184466,0.5631068,0.7378641,0.0,0.88349515,0.94174755
AC,0.04833837,0.057401814,0.16616315,0.163142,0.42900303,0.3383686,0.96374625,0.9879154
AC,0.03954802,0.03954802,0.11299435,0.1299435,0.6158192,0.5536723,0.94350284,0.94350284
AC,0.029535865,0.08438819,0.16455697,0.721519,0.43459916,0.8185654,0.95780593,0.96202534
SP,0.11875,0.125,0.275,0.3,0.55625,0.0,0.94375,0.94375
AC,0.016806724,0.2394958,0.13865547,0.3067227,0.76890755,0.5546219,0.9453781,0.96218485
AC,0.024137931,0.044827588,0.11724138,0.18965517,0.5724138,0.41034484,0.9655172,0.962069
SP,0.07964602,0.11504425,0.31858408,0.32743362,0.6637168,0.0,0.94690263,0.9557522
SP,0.05,0.35,0.64166665,0.65,0.55,0.0,0.96666664,0.9583333
AC,0.035353534,0.0959596,0.16161616,0.14141414,0.5858586,0.44444445,0.96464646,0.969697
SP,0.031496063,0.26771653,0.42519686,0.42519686,0.7401575,0.0,0.93700784,0.9448819
SP,0.047244094,0.22834645,0.39370078,0.40944883,0.5590551,0.0,0.9527559,0.9448819
SP,0.032258064,0.032258064,0.07885305,0.19354838,0.3691756,0.0,0.9677419,0.98207885
SP,0.042857144,0.20714286,0.4,0.41428572,0.62142855,0.0,0.9357143,0.9357143
AC,0.02253521,0.059154928,0.09014084,0.09295775,0.32676056,0.1943662,0.98309857,0.98309857
AC,0.2247191,0.35955057,0.56179774,0.56179774,0.38202247,0.6966292,0.8988764,0.9550562
AC,0.019607844,0.10364146,0.23809524,0.30252102,0.5042017,0.50980395,0.9691877,0.9859944
AC,0.041297935,0.04719764,0.10619469,0.24778761,0.5132743,0.67256635,0.9734513,0.96460176
AC,0.035971224,0.107913665,0.053956833,0.28417265,0.46402878,0.46043167,0.9640288,0.9640288
SP,0.12345679,0.28395063,0.2345679,0.67901236,0.49382716,0.0,0.8518519,0.9259259
AC,0.037433155,0.10695187,0.2620321,0.26737967,0.54010695,0.5561497,0.973262,0.973262
AC,0.067669176,0.18796992,0.2631579,0.56390977,0.6766917,0.84210527,0.96240604,0.9699248
SP,0.027888447,0.035856575,0.11155379,0.36653388,0.6613546,0.0,0.9442231,0.9760956
SP,0.034375,0.1,0.18125,0.178125,0.4375,0.0,0.98125,0.975
AC,0.06153846,0.22307692,0.41538462,0.41538462,0.8230769,0.5923077,0.95384616,0.96153843
AC,0.028735632,0.022988506,0.1954023,0.1954023,0.6034483,0.44252872,0.94827586,0.9655172
SP,0.07602339,0.22807017,0.33333334,0.32748538,0.73099416,0.0,0.9590643,0.9590643
AC,0.05923345,0.05574913,0.08362369,0.07665505,0.4390244,0.31010452,0.9756098,0.989547
SP,0.05839416,0.30656934,0.40145984,0.4160584,0.72262776,0.0,0.9708029,0.93430656
SP,0.0625,0.2625,0.675,0.6875,0.8,0.0,0.95,0.95
SP,0.02153846,0.08923077,0.16307692,0.16615385,0.39384615,0.0,0.96,0.9876923
AC,0.01396648,0.022346368,0.075418994,0.08100559,0.33519554,0.17877094,0.96648043,0.9916201
SP,0.0625,0.0625,0.19642857,0.32142857,0.5848214,0.0,0.96875,0.98214287
AC,0.038043477,0.038043477,0.125,0.4728261,0.7554348,0.41304347,0.9456522,0.9402174
SP,0.049295776,0.049295776,0.24647887,0.38732395,0.7183099,0.0,0.96478873,0.97183096
SP,0.09090909,0.1770335,0.33014354,0.33492824,0.708134,0.0,0.9617225,0.97607654
SP,0.035369776,0.03215434,0.10932476,0.10932476,0.49839228,0.0,0.977492,0.9871383
AC,0.048913043,0.22826087,0.29891303,0.29891303,0.7717391,0.7826087,0.95108694,0.9673913
AC,0.022624435,0.18552037,0.13122173,0.3846154,0.5656109,0.51131225,0.959276,0.9683258
SP,0.044444446,0.25185186,0.4,0.39259258,0.5185185,0.0,0.962963,0.9777778
SP,0.06341463,0.06341463,0.297561,0.64878047,0.41951218,0.0,0.95609754,0.9804878
AC,0.05076142,0.055837564,0.16243654,0.21319798,0.4314721,0.42639595,0.9492386,0.9492386
SP,0.07575758,0.083333336,0.24242425,0.4090909,0.59090906,0.0,0.92424244,0.9318182
SP,0.029940119,0.14371258,0.21556886,0.6287425,0.7305389,0.0,0.9700599,0.9700599
AC,0.060606062,0.1030303,0.15151516,0.15757576,0.6848485,0.54545456,0.94545454,0.95757574
SP,0.021621622,0.05945946,0.16756757,0.5027027,0.7837838,0.0,0.972973,0.97837836
AC,0.025889968,0.067961164,0.19417475,0.110032365,0.44660193,0.30097088,0.97411,0.987055
AC,0.033670034,0.21885522,0.13131313,0.28282827,0.3838384,0.46801347,0.94949496,0.8855219
SP,0.03550296,0.0295858,0.30177516,0.30769232,0.7692308,0.0,0.9526627,0.9408284
AC,0.08465608,0.06349207,0.2962963,0.17989418,0.5714286,0.33333334,0.962963,0.97354496
AC,0.0295858,0.02366864,0.30177516,0.295858,0.3846154,0.78698224,0.92899406,0.98224854
AC,0.019762846,0.07114624,0.22924902,0.23715416,0.6284585,0.40711462,0.97628456,0.96837944
SP,0.089171976,0.0955414,0.2356688,0.22929937,0.6624204,0.0,0.9490446,0.9490446
AC,0.02962963,0.08148148,0.15555556,0.16296296,0.6888889,0.85925925,0.95555556,0.962963
SP,0.031007752,0.35658914,0.14728682,0.5968992,0.5503876,0.0,0.9457364,0.96899223
SP,0.075630255,0.075630255,0.25210086,0.31932774,0.8655462,0.0,0.94957983,0.94957983
SP,0.021406727,0.03058104,0.17125382,0.25382262,0.3027523,0.0,0.96636087,0.9847095
AC,0.032520324,0.06504065,0.12195122,0.14092141,0.47696477,0.47696477,0.97289973,0.96747965
SP,0.072,0.28,0.416,0.416,0.504,0.0,0.92,0.92
AC,0.021978023,0.0952381,0.14285715,0.13919415,0.4945055,0.5567766,0.974359,0.981685
SP,0.05263158,0.37894738,0.31578946,0.86315787,0.44210526,0.0,0.9263158,0.94736844
SP,0.018348623,0.06880734,0.27522936,0.2798165,0.6651376,0.0,0.940367,0.940367
AC,0.017595308,0.1260997,0.16715543,0.2111437,0.3900293,0.41642228,0.9765396,0.9824047
AC,0.039426524,0.06451613,0.20788531,0.19713262,0.4623656,0.36200717,0.9641577,0.98207885
SP,0.07377049,0.04918033,0.10655738,0.5,0.59016395,0.0,0.9508197,0.97540987
SP,0.05172414,0.094827585,0.4224138,0.43103448,0.7241379,0.0,0.95689654,0.9655172
SP,0.058252428,0.067961164,0.66019416,0.66019416,0.776699,0.0,0.88349515,0.9611651
AC,0.023255814,0.23255815,0.1744186,0.27325583,0.6686047,0.35465115,0.94186044,0.94186044
SP,0.14102565,0.18589744,0.32051283,0.32051283,0.6730769,0.0,0.9551282,0.96153843
SP,0.045161292,0.27096775,0.41935483,0.41935483,0.63870966,0.0,0.92903227,0.92258066
SP,0.114754096,0.23770492,0.40163934,0.40983605,0.73770493,0.0,0.9508197,0.9590164
AC,0.08530806,0.11374407,0.23696682,0.23222749,0.63981044,0.51184833,0.9620853,0.95734596
AC,0.10891089,0.0990099,0.25742576,0.25742576,0.5247525,0.62376237,0.9158416,0.9158416
SP,0.123893805,0.13274336,0.22123894,0.4778761,0.76106197,0.0,0.920354,0.9557522
SP,0.044444446,0.14666666,0.2488889,0.24444444,0.58666664,0.0,0.95111114,0.93777776
SP,0.043165468,0.05035971,0.19424461,0.352518,0.7338129,0.0,0.92805755,0.94244605
AC,0.032432433,0.037837837,0.3027027,0.3027027,0.4972973,0.7027027,0.972973,0.9837838
SP,0.05035971,0.0647482,0.19424461,0.2733813,0.5971223,0.0,0.9640288,0.971223
AC,0.04819277,0.12951808,0.18373494,0.18072289,0.36144578,0.31626505,0.96385545,0.98493975
AC,0.04964539,0.056737587,0.15602838,0.15602838,0.7092199,0.5673759,0.95035464,0.9432624
AC,0.018181818,0.05090909,0.10181818,0.30545455,0.59272724,0.39636365,0.9745455,0.97818184
SP,0.046728972,0.26168224,0.44859812,0.71028036,0.5233645,0.0,0.94392526,0.95327103
SP,0.037914693,0.18483412,0.25118482,0.25118482,0.44549763,0.0,0.943128,0.93838865
SP,0.030534351,0.030534351,0.22137405,0.22137405,0.41984734,0.0,0.9465649,0.9465649
AC,0.02877698,0.021582734,0.19424461,0.19064748,0.31654677,0.35971224,0.9784173,0.9784173
AC,0.026455026,0.02116402,0.2010582,0.2010582,0.5185185,0.9417989,0.95767194,0.97354496
SP,0.22463769,0.23188406,0.10869565,0.557971,0.67391306,0.0,0.9637681,0.9782609
AC,0.06790123,0.27160493,0.16666667,0.41358024,0.52469134,0.5308642,0.95679015,0.9691358
AC,0.03187251,0.03187251,0.25099602,0.2549801,0.45816734,0.45019922,0.96414346,0.96414346
AC,0.017167382,0.08154506,0.115879826,0.10729614,0.5579399,0.39055794,0.97424895,0.9828326
AC,0.06511628,0.13953489,0.30232558,0.29767442,0.65581393,0.6232558,0.97209305,0.98139536
SP,0.16129032,0.32258064,0.39784947,0.516129,0.76344085,0.0,0.8494624,0.9677419
